"Site","Date","Interviews","Anglers","Chinook","Coho","Pink","Chum","Lingcod","Halibut","Sample days","Total Salmon","lat","long"
"Tacoma Narrows",2017-09-23,15,28,2,0,0,0,0,0,4,2,47.265791,-122.553442
"Tacoma Narrows",2017-09-24,28,48,2,1,0,0,0,0,5,3,47.265791,-122.553442
"Tacoma Narrows",2017-09-25,28,48,2,1,0,0,0,0,5,3,47.265791,-122.553442
"Tacoma Narrows",2017-09-26,28,48,2,1,0,0,0,0,5,3,47.265791,-122.553442
"Union",2017-09-15,0,0,0,0,0,0,0,0,0,0,47.357988,-123.10055
"Union",2017-09-16,2,4,0,1,0,0,0,0,1,1,47.357988,-123.10055
"Union",2017-09-17,3,6,0,2,0,0,0,0,2,2,47.357988,-123.10055
"Union",2017-09-18,3,6,0,2,0,0,0,0,2,2,47.357988,-123.10055
"Union",2017-09-19,3,6,0,2,0,0,0,0,2,2,47.357988,-123.10055
"Union",2017-09-20,3,6,0,2,0,0,0,0,2,2,47.357988,-123.10055
"Union",2017-09-21,4,7,0,2,0,0,0,0,3,2,47.357988,-123.10055
"Union",2017-09-22,7,11,0,2,0,0,0,0,4,2,47.357988,-123.10055
"Union",2017-09-23,13,20,0,3,0,0,0,0,5,3,47.357988,-123.10055
"Union",2017-09-24,14,21,0,3,0,0,0,0,6,3,47.357988,-123.10055
"Union",2017-09-25,14,21,0,3,0,0,0,0,6,3,47.357988,-123.10055
"Union",2017-09-26,14,21,0,3,0,0,0,0,6,3,47.357988,-123.10055
"Washington Park",2017-09-15,5,10,2,0,0,0,0,0,1,2,48.500368,-122.692746
"Washington Park",2017-09-16,19,44,6,0,0,0,0,0,2,6,48.500368,-122.692746
"Washington Park",2017-09-17,27,62,7,0,0,0,0,0,3,7,48.500368,-122.692746
"Washington Park",2017-09-18,28,63,8,0,0,0,0,0,4,8,48.500368,-122.692746
"Washington Park",2017-09-19,28,63,8,0,0,0,0,0,4,8,48.500368,-122.692746
"Washington Park",2017-09-20,28,63,8,0,0,0,0,0,4,8,48.500368,-122.692746
"Washington Park",2017-09-21,28,63,8,0,0,0,0,0,4,8,48.500368,-122.692746
"Washington Park",2017-09-22,35,73,11,0,0,0,0,0,5,11,48.500368,-122.692746
"Washington Park",2017-09-23,46,98,14,0,1,0,0,0,6,15,48.500368,-122.692746
"Washington Park",2017-09-24,58,122,17,0,1,0,0,0,7,18,48.500368,-122.692746
"Washington Park",2017-09-25,67,133,18,0,1,0,0,0,8,19,48.500368,-122.692746
"Washington Park",2017-09-26,67,133,18,0,1,0,0,0,8,19,48.500368,-122.692746
"Zittels",2017-09-15,2,3,0,0,0,0,0,0,1,0,47.164821,-122.808615
"Zittels",2017-09-16,6,11,0,0,0,0,0,0,2,0,47.164821,-122.808615
"Zittels",2017-09-17,10,21,0,2,0,0,0,0,3,2,47.164821,-122.808615
"Zittels",2017-09-18,10,21,0,2,0,0,0,0,3,2,47.164821,-122.808615
"Zittels",2017-09-19,10,21,0,2,0,0,0,0,3,2,47.164821,-122.808615
"Zittels",2017-09-20,10,21,0,2,0,0,0,0,3,2,47.164821,-122.808615
"Zittels",2017-09-21,10,21,0,2,0,0,0,0,3,2,47.164821,-122.808615
"Zittels",2017-09-22,13,26,0,2,0,0,0,0,4,2,47.164821,-122.808615
"Zittels",2017-09-23,17,36,0,3,0,0,0,0,5,3,47.164821,-122.808615
"Zittels",2017-09-24,18,39,0,3,0,0,0,0,6,3,47.164821,-122.808615
"Zittels",2017-09-25,18,39,0,3,0,0,0,0,6,3,47.164821,-122.808615
"Zittels",2017-09-26,18,39,0,3,0,0,0,0,6,3,47.164821,-122.808615
